
*******************************************************************
==>> Run on: 2021-07-01 01:38:14
==>> Seed was set to: 1


 Arguments:
	 seed                 : 1
	 log                  : None
	 experiment           : simclr
	 dataset              : cifar10
	 valid_split          : 0.0
	 arch                 : VGG6
	 parallel             : False
	 checkpoint           : None
	 inference_only       : False
	 batch_size           : 512
	 num_epochs           : 500
	 optimizer            : adam
	 init_lr              : 0.001
	 weight_decay         : 1e-06
	 momentum             : 0.9
	 lr_schedule          : [500]
	 lr_gamma             : 0.1
	 version              : default
	 projection           : 512
	 temperature          : 0.5
==>> Total training batches: 98
==>> Total validation batches: 20
==>> Total testing batches: 20
customizable_VGG(
  (features): Sequential(
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): ReLU(inplace=True)
    (2): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (4): ReLU(inplace=True)
    (5): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (6): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (7): ReLU(inplace=True)
    (8): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (projection): Sequential(
    (0): Linear(in_features=2048, out_features=512, bias=False)
    (1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
    (3): Linear(in_features=512, out_features=512, bias=True)
  )
)
==>> Starting training from scratch!
==>> Optimizer settings: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    initial_lr: 0.001
    lr: 0.001
    weight_decay: 1e-06
)
==>> LR scheduler type: <class 'torch.optim.lr_scheduler.MultiStepLR'>
==>> LR scheduler state: {'milestones': Counter({500: 1}), 'gamma': 0.1, 'base_lrs': [0.001], 'last_epoch': 0, '_step_count': 1, '_get_lr_called_within_step': False, '_last_lr': [0.001]}
==>> Number of training epochs: 500
==>>> TRAIN-PRUNE | train epoch: 0, loss: 6.120381, similarity: 0.5756
==>>> TRAIN-PRUNE | train epoch: 127, loss: 5.528321, similarity: 0.7874
==>>> CLEAN VALIDATE | epoch: 127, batch index: 20, val loss: 5.129363, val sim: 0.5255
==>>> TRAIN-PRUNE | train epoch: 128, loss: 5.527823, similarity: 0.7871
==>>> CLEAN VALIDATE | epoch: 128, batch index: 20, val loss: 5.088836, val sim: 0.5397
==>>> TRAIN-PRUNE | train epoch: 129, loss: 5.526007, similarity: 0.7883
==>>> CLEAN VALIDATE | epoch: 129, batch index: 20, val loss: 5.085515, val sim: 0.5399
==>>> TRAIN-PRUNE | train epoch: 130, loss: 5.526706, similarity: 0.7878
==>>> CLEAN VALIDATE | epoch: 130, batch index: 20, val loss: 5.078128, val sim: 0.5468
==>>> TRAIN-PRUNE | train epoch: 131, loss: 5.523569, similarity: 0.7895
==>>> CLEAN VALIDATE | epoch: 131, batch index: 20, val loss: 5.110571, val sim: 0.5324
==>>> TRAIN-PRUNE | train epoch: 132, loss: 5.522347, similarity: 0.7896
==>>> CLEAN VALIDATE | epoch: 132, batch index: 20, val loss: 5.123370, val sim: 0.5303
==>>> TRAIN-PRUNE | train epoch: 133, loss: 5.526270, similarity: 0.7882
==>>> CLEAN VALIDATE | epoch: 133, batch index: 20, val loss: 5.133405, val sim: 0.5267
==>>> TRAIN-PRUNE | train epoch: 134, loss: 5.525643, similarity: 0.7882
==>>> CLEAN VALIDATE | epoch: 134, batch index: 20, val loss: 5.064544, val sim: 0.5452
==>>> TRAIN-PRUNE | train epoch: 135, loss: 5.525623, similarity: 0.7883
==>>> CLEAN VALIDATE | epoch: 135, batch index: 20, val loss: 5.136671, val sim: 0.5258
==>>> TRAIN-PRUNE | train epoch: 136, loss: 5.521781, similarity: 0.7902
==>>> CLEAN VALIDATE | epoch: 136, batch index: 20, val loss: 5.093081, val sim: 0.5370
==>>> TRAIN-PRUNE | train epoch: 137, loss: 5.524619, similarity: 0.7885
==>>> CLEAN VALIDATE | epoch: 137, batch index: 20, val loss: 5.106896, val sim: 0.5349
==>>> TRAIN-PRUNE | train epoch: 138, loss: 5.524322, similarity: 0.7888
==>>> CLEAN VALIDATE | epoch: 138, batch index: 20, val loss: 5.140449, val sim: 0.5248
==>>> TRAIN-PRUNE | train epoch: 139, loss: 5.524369, similarity: 0.7890
==>>> CLEAN VALIDATE | epoch: 139, batch index: 20, val loss: 5.118621, val sim: 0.5298
==>>> TRAIN-PRUNE | train epoch: 140, loss: 5.521286, similarity: 0.7901
==>>> CLEAN VALIDATE | epoch: 140, batch index: 20, val loss: 5.084135, val sim: 0.5428
==>>> TRAIN-PRUNE | train epoch: 141, loss: 5.522900, similarity: 0.7895
==>>> CLEAN VALIDATE | epoch: 141, batch index: 20, val loss: 5.100931, val sim: 0.5384
==>>> TRAIN-PRUNE | train epoch: 142, loss: 5.523871, similarity: 0.7889
==>>> CLEAN VALIDATE | epoch: 142, batch index: 20, val loss: 5.095730, val sim: 0.5393
==>>> TRAIN-PRUNE | train epoch: 143, loss: 5.522272, similarity: 0.7895
==>>> CLEAN VALIDATE | epoch: 143, batch index: 20, val loss: 5.097022, val sim: 0.5350
==>>> TRAIN-PRUNE | train epoch: 144, loss: 5.523025, similarity: 0.7892
==>>> CLEAN VALIDATE | epoch: 144, batch index: 20, val loss: 5.098797, val sim: 0.5382
==>>> TRAIN-PRUNE | train epoch: 145, loss: 5.519973, similarity: 0.7911
==>>> CLEAN VALIDATE | epoch: 145, batch index: 20, val loss: 5.076731, val sim: 0.5444
==>>> TRAIN-PRUNE | train epoch: 146, loss: 5.518920, similarity: 0.7910
==>>> CLEAN VALIDATE | epoch: 146, batch index: 20, val loss: 5.084217, val sim: 0.5435
==>>> TRAIN-PRUNE | train epoch: 147, loss: 5.519230, similarity: 0.7911
==>>> CLEAN VALIDATE | epoch: 147, batch index: 20, val loss: 5.093923, val sim: 0.5364
==>>> TRAIN-PRUNE | train epoch: 148, loss: 5.523430, similarity: 0.7888
==>>> CLEAN VALIDATE | epoch: 148, batch index: 20, val loss: 5.118483, val sim: 0.5323
==>>> TRAIN-PRUNE | train epoch: 149, loss: 5.519532, similarity: 0.7910
==>>> CLEAN VALIDATE | epoch: 149, batch index: 20, val loss: 5.130579, val sim: 0.5279
==>>> TRAIN-PRUNE | train epoch: 150, loss: 5.518009, similarity: 0.7915
==>>> CLEAN VALIDATE | epoch: 150, batch index: 20, val loss: 5.112967, val sim: 0.5348
==>>> TRAIN-PRUNE | train epoch: 151, loss: 5.522404, similarity: 0.7892
==>>> CLEAN VALIDATE | epoch: 151, batch index: 20, val loss: 5.108613, val sim: 0.5339
==>>> TRAIN-PRUNE | train epoch: 152, loss: 5.518120, similarity: 0.7911
==>>> CLEAN VALIDATE | epoch: 152, batch index: 20, val loss: 5.121701, val sim: 0.5282
==>>> TRAIN-PRUNE | train epoch: 153, loss: 5.519108, similarity: 0.7908
==>>> CLEAN VALIDATE | epoch: 153, batch index: 20, val loss: 5.124451, val sim: 0.5314
==>>> TRAIN-PRUNE | train epoch: 154, loss: 5.520024, similarity: 0.7900
==>>> CLEAN VALIDATE | epoch: 154, batch index: 20, val loss: 5.102546, val sim: 0.5320
==>>> TRAIN-PRUNE | train epoch: 155, loss: 5.518106, similarity: 0.7909
==>>> CLEAN VALIDATE | epoch: 155, batch index: 20, val loss: 5.065068, val sim: 0.5518
==>>> TRAIN-PRUNE | train epoch: 156, loss: 5.517782, similarity: 0.7908
==>>> CLEAN VALIDATE | epoch: 156, batch index: 20, val loss: 5.099939, val sim: 0.5383
==>>> TRAIN-PRUNE | train epoch: 157, loss: 5.518241, similarity: 0.7908
==>>> CLEAN VALIDATE | epoch: 157, batch index: 20, val loss: 5.098126, val sim: 0.5376
==>>> TRAIN-PRUNE | train epoch: 158, loss: 5.517502, similarity: 0.7912
==>>> CLEAN VALIDATE | epoch: 158, batch index: 20, val loss: 5.058806, val sim: 0.5495
==>>> TRAIN-PRUNE | train epoch: 159, loss: 5.517669, similarity: 0.7914
==>>> CLEAN VALIDATE | epoch: 159, batch index: 20, val loss: 5.145172, val sim: 0.5204
==>>> TRAIN-PRUNE | train epoch: 160, loss: 5.519001, similarity: 0.7904
==>>> CLEAN VALIDATE | epoch: 160, batch index: 20, val loss: 5.056898, val sim: 0.5480
==>>> TRAIN-PRUNE | train epoch: 161, loss: 5.519606, similarity: 0.7899
==>>> CLEAN VALIDATE | epoch: 161, batch index: 20, val loss: 5.089378, val sim: 0.5420
==>>> TRAIN-PRUNE | train epoch: 162, loss: 5.515703, similarity: 0.7916
==>>> CLEAN VALIDATE | epoch: 162, batch index: 20, val loss: 5.101712, val sim: 0.5336
==>>> TRAIN-PRUNE | train epoch: 163, loss: 5.516451, similarity: 0.7914
==>>> CLEAN VALIDATE | epoch: 163, batch index: 20, val loss: 5.055929, val sim: 0.5491
==>>> TRAIN-PRUNE | train epoch: 164, loss: 5.516544, similarity: 0.7910
==>>> CLEAN VALIDATE | epoch: 164, batch index: 20, val loss: 5.087102, val sim: 0.5458
==>>> TRAIN-PRUNE | train epoch: 165, loss: 5.519351, similarity: 0.7897
==>>> CLEAN VALIDATE | epoch: 165, batch index: 20, val loss: 5.121681, val sim: 0.5287
==>>> TRAIN-PRUNE | train epoch: 166, loss: 5.516695, similarity: 0.7910
==>>> CLEAN VALIDATE | epoch: 166, batch index: 20, val loss: 5.079016, val sim: 0.5414
==>>> TRAIN-PRUNE | train epoch: 167, loss: 5.516508, similarity: 0.7908
==>>> CLEAN VALIDATE | epoch: 167, batch index: 20, val loss: 5.074850, val sim: 0.5474
==>>> TRAIN-PRUNE | train epoch: 168, loss: 5.516526, similarity: 0.7909
==>>> CLEAN VALIDATE | epoch: 168, batch index: 20, val loss: 5.089884, val sim: 0.5393
==>>> TRAIN-PRUNE | train epoch: 169, loss: 5.513461, similarity: 0.7925
==>>> CLEAN VALIDATE | epoch: 169, batch index: 20, val loss: 5.085451, val sim: 0.5412
==>>> TRAIN-PRUNE | train epoch: 170, loss: 5.511661, similarity: 0.7930
==>>> CLEAN VALIDATE | epoch: 170, batch index: 20, val loss: 5.106831, val sim: 0.5342
==>>> TRAIN-PRUNE | train epoch: 171, loss: 5.514707, similarity: 0.7917
==>>> CLEAN VALIDATE | epoch: 171, batch index: 20, val loss: 5.105094, val sim: 0.5307
==>>> TRAIN-PRUNE | train epoch: 172, loss: 5.512400, similarity: 0.7928
==>>> CLEAN VALIDATE | epoch: 172, batch index: 20, val loss: 5.098892, val sim: 0.5392
==>>> TRAIN-PRUNE | train epoch: 173, loss: 5.516221, similarity: 0.7908
==>>> CLEAN VALIDATE | epoch: 173, batch index: 20, val loss: 5.116963, val sim: 0.5288
==>>> TRAIN-PRUNE | train epoch: 174, loss: 5.516683, similarity: 0.7908
==>>> CLEAN VALIDATE | epoch: 174, batch index: 20, val loss: 5.108491, val sim: 0.5300
==>>> TRAIN-PRUNE | train epoch: 175, loss: 5.513708, similarity: 0.7919
==>>> CLEAN VALIDATE | epoch: 175, batch index: 20, val loss: 5.063290, val sim: 0.5452
==>>> TRAIN-PRUNE | train epoch: 176, loss: 5.513292, similarity: 0.7920
==>>> CLEAN VALIDATE | epoch: 176, batch index: 20, val loss: 5.065928, val sim: 0.5450
==>>> TRAIN-PRUNE | train epoch: 177, loss: 5.511177, similarity: 0.7932
==>>> CLEAN VALIDATE | epoch: 177, batch index: 20, val loss: 5.099218, val sim: 0.5361
==>>> TRAIN-PRUNE | train epoch: 178, loss: 5.516714, similarity: 0.7903
==>>> CLEAN VALIDATE | epoch: 178, batch index: 20, val loss: 5.076311, val sim: 0.5416
==>>> TRAIN-PRUNE | train epoch: 179, loss: 5.512561, similarity: 0.7922
==>>> CLEAN VALIDATE | epoch: 179, batch index: 20, val loss: 5.059499, val sim: 0.5465
==>>> TRAIN-PRUNE | train epoch: 180, loss: 5.511525, similarity: 0.7929
==>>> CLEAN VALIDATE | epoch: 180, batch index: 20, val loss: 5.057809, val sim: 0.5473
==>>> TRAIN-PRUNE | train epoch: 181, loss: 5.511690, similarity: 0.7926
==>>> CLEAN VALIDATE | epoch: 181, batch index: 20, val loss: 5.088486, val sim: 0.5395
==>>> TRAIN-PRUNE | train epoch: 182, loss: 5.514073, similarity: 0.7916
==>>> CLEAN VALIDATE | epoch: 182, batch index: 20, val loss: 5.077526, val sim: 0.5428
==>>> TRAIN-PRUNE | train epoch: 183, loss: 5.510777, similarity: 0.7932
==>>> CLEAN VALIDATE | epoch: 183, batch index: 20, val loss: 5.119527, val sim: 0.5254
==>>> TRAIN-PRUNE | train epoch: 184, loss: 5.510498, similarity: 0.7932
==>>> CLEAN VALIDATE | epoch: 184, batch index: 20, val loss: 5.086126, val sim: 0.5368
==>>> TRAIN-PRUNE | train epoch: 185, loss: 5.510181, similarity: 0.7932
==>>> CLEAN VALIDATE | epoch: 185, batch index: 20, val loss: 5.053607, val sim: 0.5486
==>>> TRAIN-PRUNE | train epoch: 186, loss: 5.510634, similarity: 0.7933
==>>> CLEAN VALIDATE | epoch: 186, batch index: 20, val loss: 5.048574, val sim: 0.5494
==>>> TRAIN-PRUNE | train epoch: 187, loss: 5.510880, similarity: 0.7928
==>>> CLEAN VALIDATE | epoch: 187, batch index: 20, val loss: 5.071000, val sim: 0.5463
==>>> TRAIN-PRUNE | train epoch: 188, loss: 5.509036, similarity: 0.7938
==>>> CLEAN VALIDATE | epoch: 188, batch index: 20, val loss: 5.129724, val sim: 0.5235
==>>> TRAIN-PRUNE | train epoch: 189, loss: 5.510001, similarity: 0.7931
==>>> CLEAN VALIDATE | epoch: 189, batch index: 20, val loss: 5.085716, val sim: 0.5380
==>>> TRAIN-PRUNE | train epoch: 190, loss: 5.509198, similarity: 0.7940
==>>> CLEAN VALIDATE | epoch: 190, batch index: 20, val loss: 5.101314, val sim: 0.5326
==>>> TRAIN-PRUNE | train epoch: 191, loss: 5.507320, similarity: 0.7945
==>>> CLEAN VALIDATE | epoch: 191, batch index: 20, val loss: 5.073040, val sim: 0.5460
==>>> TRAIN-PRUNE | train epoch: 192, loss: 5.508210, similarity: 0.7941
==>>> CLEAN VALIDATE | epoch: 192, batch index: 20, val loss: 5.081974, val sim: 0.5404
==>>> TRAIN-PRUNE | train epoch: 193, loss: 5.511024, similarity: 0.7927
==>>> CLEAN VALIDATE | epoch: 193, batch index: 20, val loss: 5.087123, val sim: 0.5361
==>>> TRAIN-PRUNE | train epoch: 194, loss: 5.509267, similarity: 0.7935
==>>> CLEAN VALIDATE | epoch: 194, batch index: 20, val loss: 5.098507, val sim: 0.5362
==>>> TRAIN-PRUNE | train epoch: 195, loss: 5.505984, similarity: 0.7950
==>>> CLEAN VALIDATE | epoch: 195, batch index: 20, val loss: 5.084460, val sim: 0.5382
==>>> TRAIN-PRUNE | train epoch: 196, loss: 5.508690, similarity: 0.7939
==>>> CLEAN VALIDATE | epoch: 196, batch index: 20, val loss: 5.068041, val sim: 0.5435
==>>> TRAIN-PRUNE | train epoch: 197, loss: 5.509540, similarity: 0.7932
==>>> CLEAN VALIDATE | epoch: 197, batch index: 20, val loss: 5.092160, val sim: 0.5378
==>>> TRAIN-PRUNE | train epoch: 198, loss: 5.509273, similarity: 0.7935
==>>> CLEAN VALIDATE | epoch: 198, batch index: 20, val loss: 5.071135, val sim: 0.5420
==>>> TRAIN-PRUNE | train epoch: 199, loss: 5.508681, similarity: 0.7939
==>>> CLEAN VALIDATE | epoch: 199, batch index: 20, val loss: 5.137831, val sim: 0.5237
==>>> TRAIN-PRUNE | train epoch: 200, loss: 5.506919, similarity: 0.7944
==>>> CLEAN VALIDATE | epoch: 200, batch index: 20, val loss: 5.053529, val sim: 0.5468
==>>> TRAIN-PRUNE | train epoch: 201, loss: 5.507711, similarity: 0.7941
==>>> CLEAN VALIDATE | epoch: 201, batch index: 20, val loss: 5.109161, val sim: 0.5343
==>>> TRAIN-PRUNE | train epoch: 202, loss: 5.508911, similarity: 0.7935
==>>> CLEAN VALIDATE | epoch: 202, batch index: 20, val loss: 5.100229, val sim: 0.5400
==>>> TRAIN-PRUNE | train epoch: 203, loss: 5.508487, similarity: 0.7937
==>>> CLEAN VALIDATE | epoch: 203, batch index: 20, val loss: 5.108174, val sim: 0.5315
==>>> TRAIN-PRUNE | train epoch: 204, loss: 5.507274, similarity: 0.7943
==>>> CLEAN VALIDATE | epoch: 204, batch index: 20, val loss: 5.102826, val sim: 0.5358
==>>> TRAIN-PRUNE | train epoch: 205, loss: 5.508485, similarity: 0.7940
==>>> CLEAN VALIDATE | epoch: 205, batch index: 20, val loss: 5.127301, val sim: 0.5327
==>>> TRAIN-PRUNE | train epoch: 206, loss: 5.505246, similarity: 0.7952
==>>> CLEAN VALIDATE | epoch: 206, batch index: 20, val loss: 5.118901, val sim: 0.5293
==>>> TRAIN-PRUNE | train epoch: 207, loss: 5.505786, similarity: 0.7947
==>>> CLEAN VALIDATE | epoch: 207, batch index: 20, val loss: 5.083728, val sim: 0.5422
==>>> TRAIN-PRUNE | train epoch: 208, loss: 5.505950, similarity: 0.7944
==>>> CLEAN VALIDATE | epoch: 208, batch index: 20, val loss: 5.096869, val sim: 0.5336
==>>> TRAIN-PRUNE | train epoch: 209, loss: 5.510956, similarity: 0.7925
==>>> CLEAN VALIDATE | epoch: 209, batch index: 20, val loss: 5.078512, val sim: 0.5382
==>>> TRAIN-PRUNE | train epoch: 210, loss: 5.506697, similarity: 0.7942
==>>> CLEAN VALIDATE | epoch: 210, batch index: 20, val loss: 5.055886, val sim: 0.5456
==>>> TRAIN-PRUNE | train epoch: 211, loss: 5.507023, similarity: 0.7939
==>>> CLEAN VALIDATE | epoch: 211, batch index: 20, val loss: 5.082798, val sim: 0.5390
==>>> TRAIN-PRUNE | train epoch: 212, loss: 5.502774, similarity: 0.7959
==>>> CLEAN VALIDATE | epoch: 212, batch index: 20, val loss: 5.065209, val sim: 0.5442
==>>> TRAIN-PRUNE | train epoch: 213, loss: 5.506421, similarity: 0.7943
==>>> CLEAN VALIDATE | epoch: 213, batch index: 20, val loss: 5.053969, val sim: 0.5480
==>>> TRAIN-PRUNE | train epoch: 214, loss: 5.504836, similarity: 0.7954
==>>> CLEAN VALIDATE | epoch: 214, batch index: 20, val loss: 5.092237, val sim: 0.5355
==>>> TRAIN-PRUNE | train epoch: 215, loss: 5.506782, similarity: 0.7945
==>>> CLEAN VALIDATE | epoch: 215, batch index: 20, val loss: 5.073284, val sim: 0.5454
==>>> TRAIN-PRUNE | train epoch: 216, loss: 5.505098, similarity: 0.7948
==>>> CLEAN VALIDATE | epoch: 216, batch index: 20, val loss: 5.083419, val sim: 0.5396
==>>> TRAIN-PRUNE | train epoch: 217, loss: 5.505121, similarity: 0.7949
==>>> CLEAN VALIDATE | epoch: 217, batch index: 20, val loss: 5.080796, val sim: 0.5400
==>>> TRAIN-PRUNE | train epoch: 218, loss: 5.503371, similarity: 0.7957
==>>> CLEAN VALIDATE | epoch: 218, batch index: 20, val loss: 5.061935, val sim: 0.5457
==>>> TRAIN-PRUNE | train epoch: 219, loss: 5.506950, similarity: 0.7936
==>>> CLEAN VALIDATE | epoch: 219, batch index: 20, val loss: 5.086902, val sim: 0.5365
==>>> TRAIN-PRUNE | train epoch: 220, loss: 5.502160, similarity: 0.7960
==>>> CLEAN VALIDATE | epoch: 220, batch index: 20, val loss: 5.091566, val sim: 0.5407
==>>> TRAIN-PRUNE | train epoch: 221, loss: 5.501937, similarity: 0.7959
==>>> CLEAN VALIDATE | epoch: 221, batch index: 20, val loss: 5.057345, val sim: 0.5513
==>>> TRAIN-PRUNE | train epoch: 222, loss: 5.505696, similarity: 0.7943
==>>> CLEAN VALIDATE | epoch: 222, batch index: 20, val loss: 5.100303, val sim: 0.5352
==>>> TRAIN-PRUNE | train epoch: 223, loss: 5.504507, similarity: 0.7947
==>>> CLEAN VALIDATE | epoch: 223, batch index: 20, val loss: 5.093348, val sim: 0.5343
==>>> TRAIN-PRUNE | train epoch: 224, loss: 5.503186, similarity: 0.7951
==>>> CLEAN VALIDATE | epoch: 224, batch index: 20, val loss: 5.078204, val sim: 0.5403
==>>> TRAIN-PRUNE | train epoch: 225, loss: 5.504282, similarity: 0.7947
==>>> CLEAN VALIDATE | epoch: 225, batch index: 20, val loss: 5.074771, val sim: 0.5400
==>>> TRAIN-PRUNE | train epoch: 226, loss: 5.502364, similarity: 0.7956
==>>> CLEAN VALIDATE | epoch: 226, batch index: 20, val loss: 5.073468, val sim: 0.5441
==>>> TRAIN-PRUNE | train epoch: 227, loss: 5.501316, similarity: 0.7960
==>>> CLEAN VALIDATE | epoch: 227, batch index: 20, val loss: 5.059341, val sim: 0.5496
==>>> TRAIN-PRUNE | train epoch: 228, loss: 5.503273, similarity: 0.7952
==>>> CLEAN VALIDATE | epoch: 228, batch index: 20, val loss: 5.105237, val sim: 0.5322
==>>> TRAIN-PRUNE | train epoch: 229, loss: 5.502059, similarity: 0.7955
==>>> CLEAN VALIDATE | epoch: 229, batch index: 20, val loss: 5.092686, val sim: 0.5365
==>>> TRAIN-PRUNE | train epoch: 230, loss: 5.503668, similarity: 0.7947
==>>> CLEAN VALIDATE | epoch: 230, batch index: 20, val loss: 5.097898, val sim: 0.5318
==>>> TRAIN-PRUNE | train epoch: 231, loss: 5.504991, similarity: 0.7939
==>>> CLEAN VALIDATE | epoch: 231, batch index: 20, val loss: 5.080770, val sim: 0.5414
==>>> TRAIN-PRUNE | train epoch: 232, loss: 5.502341, similarity: 0.7949
==>>> CLEAN VALIDATE | epoch: 232, batch index: 20, val loss: 5.079206, val sim: 0.5417
==>>> TRAIN-PRUNE | train epoch: 233, loss: 5.501139, similarity: 0.7953
==>>> CLEAN VALIDATE | epoch: 233, batch index: 20, val loss: 5.042816, val sim: 0.5527
==>>> TRAIN-PRUNE | train epoch: 234, loss: 5.499316, similarity: 0.7965
==>>> CLEAN VALIDATE | epoch: 234, batch index: 20, val loss: 5.062522, val sim: 0.5444
==>>> TRAIN-PRUNE | train epoch: 235, loss: 5.499616, similarity: 0.7962
==>>> CLEAN VALIDATE | epoch: 235, batch index: 20, val loss: 5.051051, val sim: 0.5477
==>>> TRAIN-PRUNE | train epoch: 236, loss: 5.500468, similarity: 0.7957
==>>> CLEAN VALIDATE | epoch: 236, batch index: 20, val loss: 5.095490, val sim: 0.5343
==>>> TRAIN-PRUNE | train epoch: 237, loss: 5.500229, similarity: 0.7956
==>>> CLEAN VALIDATE | epoch: 237, batch index: 20, val loss: 5.071103, val sim: 0.5393
==>>> TRAIN-PRUNE | train epoch: 238, loss: 5.502854, similarity: 0.7947
==>>> CLEAN VALIDATE | epoch: 238, batch index: 20, val loss: 5.106451, val sim: 0.5314
==>>> TRAIN-PRUNE | train epoch: 239, loss: 5.499774, similarity: 0.7960
==>>> CLEAN VALIDATE | epoch: 239, batch index: 20, val loss: 5.076496, val sim: 0.5405
==>>> TRAIN-PRUNE | train epoch: 240, loss: 5.503568, similarity: 0.7942
==>>> CLEAN VALIDATE | epoch: 240, batch index: 20, val loss: 5.093416, val sim: 0.5369
==>>> TRAIN-PRUNE | train epoch: 241, loss: 5.502163, similarity: 0.7947
==>>> CLEAN VALIDATE | epoch: 241, batch index: 20, val loss: 5.094884, val sim: 0.5362
==>>> TRAIN-PRUNE | train epoch: 242, loss: 5.502669, similarity: 0.7944
==>>> CLEAN VALIDATE | epoch: 242, batch index: 20, val loss: 5.091654, val sim: 0.5348
==>>> TRAIN-PRUNE | train epoch: 243, loss: 5.500970, similarity: 0.7952
==>>> CLEAN VALIDATE | epoch: 243, batch index: 20, val loss: 5.133343, val sim: 0.5235
==>>> TRAIN-PRUNE | train epoch: 244, loss: 5.496546, similarity: 0.7970
==>>> CLEAN VALIDATE | epoch: 244, batch index: 20, val loss: 5.032608, val sim: 0.5528
==>>> TRAIN-PRUNE | train epoch: 245, loss: 5.501102, similarity: 0.7947
==>>> CLEAN VALIDATE | epoch: 245, batch index: 20, val loss: 5.047326, val sim: 0.5504
==>>> TRAIN-PRUNE | train epoch: 246, loss: 5.499210, similarity: 0.7959
==>>> CLEAN VALIDATE | epoch: 246, batch index: 20, val loss: 5.090746, val sim: 0.5372
==>>> TRAIN-PRUNE | train epoch: 247, loss: 5.499010, similarity: 0.7959
==>>> CLEAN VALIDATE | epoch: 247, batch index: 20, val loss: 5.103652, val sim: 0.5380
==>>> TRAIN-PRUNE | train epoch: 248, loss: 5.502828, similarity: 0.7947
==>>> CLEAN VALIDATE | epoch: 248, batch index: 20, val loss: 5.111339, val sim: 0.5296
==>>> TRAIN-PRUNE | train epoch: 249, loss: 5.503647, similarity: 0.7941
==>>> CLEAN VALIDATE | epoch: 249, batch index: 20, val loss: 5.104663, val sim: 0.5294
==>>> TRAIN-PRUNE | train epoch: 250, loss: 5.500764, similarity: 0.7954
==>>> CLEAN VALIDATE | epoch: 250, batch index: 20, val loss: 5.112092, val sim: 0.5313
==>>> TRAIN-PRUNE | train epoch: 251, loss: 5.496032, similarity: 0.7975
==>>> CLEAN VALIDATE | epoch: 251, batch index: 20, val loss: 5.074028, val sim: 0.5405
==>>> TRAIN-PRUNE | train epoch: 252, loss: 5.500416, similarity: 0.7954
==>>> CLEAN VALIDATE | epoch: 252, batch index: 20, val loss: 5.109947, val sim: 0.5288
==>>> TRAIN-PRUNE | train epoch: 253, loss: 5.499965, similarity: 0.7956
==>>> CLEAN VALIDATE | epoch: 253, batch index: 20, val loss: 5.061116, val sim: 0.5508
==>>> TRAIN-PRUNE | train epoch: 254, loss: 5.499416, similarity: 0.7960
==>>> CLEAN VALIDATE | epoch: 254, batch index: 20, val loss: 5.060884, val sim: 0.5439
==>>> TRAIN-PRUNE | train epoch: 255, loss: 5.499839, similarity: 0.7956
==>>> CLEAN VALIDATE | epoch: 255, batch index: 20, val loss: 5.033554, val sim: 0.5542
==>>> TRAIN-PRUNE | train epoch: 256, loss: 5.498797, similarity: 0.7961
==>>> CLEAN VALIDATE | epoch: 256, batch index: 20, val loss: 5.051559, val sim: 0.5466
==>>> TRAIN-PRUNE | train epoch: 257, loss: 5.497085, similarity: 0.7970
==>>> CLEAN VALIDATE | epoch: 257, batch index: 20, val loss: 5.080807, val sim: 0.5383
==>>> TRAIN-PRUNE | train epoch: 258, loss: 5.497725, similarity: 0.7964
==>>> CLEAN VALIDATE | epoch: 258, batch index: 20, val loss: 5.095263, val sim: 0.5333
==>>> TRAIN-PRUNE | train epoch: 259, loss: 5.498787, similarity: 0.7958
==>>> CLEAN VALIDATE | epoch: 259, batch index: 20, val loss: 5.097760, val sim: 0.5368
==>>> TRAIN-PRUNE | train epoch: 260, loss: 5.497764, similarity: 0.7964
==>>> CLEAN VALIDATE | epoch: 260, batch index: 20, val loss: 5.085261, val sim: 0.5363
==>>> TRAIN-PRUNE | train epoch: 261, loss: 5.500385, similarity: 0.7949
==>>> CLEAN VALIDATE | epoch: 261, batch index: 20, val loss: 5.050894, val sim: 0.5506
==>>> TRAIN-PRUNE | train epoch: 262, loss: 5.496879, similarity: 0.7971
==>>> CLEAN VALIDATE | epoch: 262, batch index: 20, val loss: 5.062715, val sim: 0.5429
==>>> TRAIN-PRUNE | train epoch: 263, loss: 5.499046, similarity: 0.7956
==>>> CLEAN VALIDATE | epoch: 263, batch index: 20, val loss: 5.099580, val sim: 0.5305
==>>> TRAIN-PRUNE | train epoch: 264, loss: 5.500285, similarity: 0.7952
==>>> CLEAN VALIDATE | epoch: 264, batch index: 20, val loss: 5.067177, val sim: 0.5462
==>>> TRAIN-PRUNE | train epoch: 265, loss: 5.502750, similarity: 0.7941
